6.00	1.00	6.00	2.00	0.00	12.00	1.00	10.00	1.00	14.00	0.00	10.00	0.00	0.00	6.00	5.00	5.00	0.00	0.00	7.00	0.00	2.00	0.00	14.00	0.00	0.00	8.00	2.00	13.00	6.00	6.00	11.00	3.00	8.00	1.00	3.00	7.00	4.00	0.00	0.00	4.00	6.00	2.00	12.00	10.00	6.00	5.00	12.00	9.00	13.00	3.00	3.00	1.00	7.00	6.00	8.00	2.00	6.00	15.00	12.00	12.00	14.00	13.00	8.00	14.00	8.00	18.00	23.00	31.00	18.00	26.00	28.00	8.00	26.00	32.00	14.00	17.00	18.00	13.00	5.00	5.00	10.00	14.00	14.00	10.00	10.00	13.00	8.00	8.00	10.00	3.00	13.00	3.00	1.00	3.00	6.00	8.00	2.00	6.00	3.00	9.00	14.00	3.00	14.00	18.00	12.00	6.00	6.00	11.00	12.00	8.00
9.00	5.00	15.00	7.00	0.00	0.00	10.00	0.00	0.00	10.00	3.00	5.00	1.00	13.00	0.00	4.00	6.00	0.00	13.00	0.00	6.00	4.00	4.00	1.00	4.00	12.00	0.00	0.00	10.00	9.00	12.00	10.00	0.00	4.00	4.00	8.00	8.00	6.00	5.00	13.00	0.00	5.00	13.00	2.00	8.00	13.00	10.00	0.00	14.00	2.00	3.00	7.00	9.00	2.00	4.00	14.00	12.00	17.00	13.00	16.00	13.00	10.00	5.00	18.00	5.00	17.00	21.00	12.00	26.00	28.00	28.00	25.00	20.00	22.00	28.00	27.00	24.00	17.00	14.00	24.00	13.00	10.00	5.00	0.00	6.00	14.00	3.00	4.00	3.00	3.00	0.00	4.00	0.00	14.00	4.00	5.00	2.00	12.00	5.00	4.00	10.00	8.00	4.00	13.00	18.00	11.00	11.00	7.00	11.00	0.00	0.00
0.00	2.00	10.00	7.00	0.00	4.00	6.00	0.00	3.00	2.00	15.00	0.00	2.00	1.00	1.00	5.00	4.00	2.00	4.00	7.00	9.00	0.00	10.00	14.00	3.00	6.00	8.00	2.00	5.00	4.00	6.00	4.00	1.00	14.00	0.00	6.00	16.00	2.00	0.00	0.00	15.00	10.00	7.00	10.00	0.00	2.00	5.00	15.00	5.00	6.00	4.00	8.00	8.00	13.00	11.00	17.00	15.00	26.00	10.00	25.00	4.00	4.00	11.00	6.00	8.00	13.00	25.00	23.00	31.00	31.00	37.00	28.00	30.00	34.00	23.00	20.00	5.00	13.00	19.00	15.00	16.00	18.00	13.00	8.00	15.00	2.00	6.00	0.00	13.00	4.00	10.00	0.00	2.00	5.00	7.00	8.00	8.00	0.00	0.00	10.00	0.00	10.00	3.00	3.00	0.00	13.00	1.00	10.00	5.00	6.00	8.00
13.00	0.00	10.00	21.00	6.00	13.00	0.00	0.00	5.00	9.00	2.00	5.00	2.00	14.00	0.00	11.00	10.00	0.00	19.00	7.00	18.00	4.00	10.00	18.00	12.00	4.00	13.00	6.00	13.00	5.00	0.00	15.00	22.00	10.00	0.00	14.00	6.00	8.00	4.00	4.00	0.00	11.00	14.00	8.00	16.00	24.00	3.00	0.00	10.00	7.00	8.00	6.00	11.00	0.00	12.00	8.00	22.00	6.00	14.00	0.00	0.00	6.00	16.00	17.00	16.00	12.00	14.00	30.00	30.00	24.00	20.00	36.00	28.00	30.00	25.00	20.00	20.00	5.00	11.00	7.00	15.00	12.00	12.00	0.00	10.00	4.00	12.00	22.00	21.00	0.00	8.00	11.00	4.00	7.00	10.00	10.00	10.00	0.00	0.00	1.00	6.00	5.00	7.00	12.00	11.00	10.00	10.00	5.00	7.00	5.00	16.00
4.00	13.00	0.00	7.00	6.00	0.00	9.00	10.00	0.00	10.00	3.00	15.00	5.00	10.00	1.00	3.00	12.00	2.00	6.00	9.00	10.00	16.00	13.00	16.00	2.00	13.00	6.00	7.00	12.00	11.00	0.00	11.00	3.00	12.00	6.00	4.00	8.00	14.00	12.00	12.00	6.00	7.00	12.00	14.00	11.00	8.00	12.00	10.00	8.00	11.00	5.00	10.00	12.00	13.00	10.00	1.00	10.00	10.00	19.00	10.00	8.00	16.00	17.00	20.00	26.00	28.00	18.00	29.00	23.00	22.00	34.00	31.00	33.00	27.00	28.00	19.00	18.00	12.00	14.00	23.00	10.00	8.00	0.00	8.00	8.00	0.00	15.00	24.00	0.00	10.00	15.00	4.00	18.00	12.00	12.00	8.00	14.00	8.00	3.00	6.00	7.00	3.00	1.00	6.00	4.00	7.00	2.00	9.00	0.00	14.00	3.00
2.00	16.00	1.00	6.00	9.00	8.00	0.00	16.00	0.00	4.00	2.00	9.00	0.00	7.00	10.00	12.00	12.00	16.00	0.00	5.00	0.00	7.00	10.00	4.00	9.00	14.00	0.00	0.00	0.00	2.00	6.00	10.00	11.00	6.00	6.00	9.00	5.00	5.00	8.00	12.00	11.00	10.00	21.00	9.00	15.00	9.00	0.00	10.00	8.00	0.00	9.00	7.00	7.00	16.00	15.00	7.00	4.00	4.00	6.00	12.00	11.00	18.00	10.00	22.00	21.00	27.00	31.00	32.00	35.00	26.00	28.00	25.00	24.00	20.00	28.00	30.00	17.00	29.00	16.00	12.00	14.00	6.00	15.00	7.00	14.00	14.00	17.00	20.00	20.00	20.00	14.00	26.00	13.00	17.00	15.00	16.00	18.00	14.00	17.00	6.00	4.00	11.00	0.00	9.00	4.00	0.00	4.00	4.00	20.00	9.00	9.00
12.00	3.00	6.00	17.00	4.00	10.00	12.00	6.00	5.00	3.00	6.00	10.00	4.00	7.00	5.00	0.00	4.00	6.00	4.00	8.00	9.00	18.00	8.00	2.00	7.00	12.00	7.00	0.00	8.00	12.00	0.00	1.00	6.00	8.00	15.00	2.00	12.00	1.00	8.00	0.00	9.00	11.00	5.00	10.00	16.00	9.00	2.00	6.00	2.00	11.00	15.00	4.00	10.00	11.00	9.00	13.00	11.00	5.00	6.00	11.00	14.00	20.00	25.00	29.00	24.00	22.00	19.00	27.00	40.00	35.00	19.00	30.00	26.00	31.00	20.00	29.00	23.00	26.00	23.00	6.00	13.00	13.00	17.00	8.00	12.00	20.00	10.00	8.00	16.00	18.00	17.00	10.00	18.00	22.00	18.00	8.00	9.00	16.00	11.00	9.00	9.00	2.00	11.00	3.00	6.00	7.00	8.00	6.00	2.00	12.00	10.00
5.00	5.00	7.00	1.00	15.00	7.00	1.00	7.00	5.00	3.00	1.00	2.00	10.00	7.00	6.00	0.00	0.00	2.00	1.00	12.00	4.00	16.00	9.00	2.00	0.00	4.00	6.00	12.00	8.00	8.00	7.00	16.00	9.00	10.00	14.00	15.00	2.00	15.00	13.00	0.00	19.00	14.00	7.00	9.00	0.00	21.00	6.00	1.00	16.00	10.00	2.00	0.00	9.00	7.00	4.00	16.00	5.00	18.00	14.00	18.00	34.00	27.00	26.00	28.00	33.00	29.00	45.00	34.00	30.00	22.00	35.00	22.00	32.00	21.00	24.00	26.00	22.00	36.00	24.00	6.00	16.00	8.00	6.00	22.00	11.00	14.00	7.00	18.00	12.00	20.00	8.00	18.00	11.00	15.00	13.00	12.00	2.00	12.00	17.00	10.00	0.00	0.00	3.00	0.00	12.00	4.00	9.00	8.00	0.00	6.00	3.00
11.00	9.00	11.00	3.00	0.00	5.00	2.00	1.00	11.00	4.00	13.00	11.00	4.00	0.00	9.00	6.00	8.00	8.00	2.00	0.00	10.00	4.00	13.00	12.00	4.00	14.00	5.00	11.00	11.00	0.00	3.00	9.00	9.00	6.00	11.00	6.00	9.00	6.00	7.00	0.00	8.00	10.00	14.00	11.00	8.00	2.00	2.00	2.00	2.00	8.00	13.00	12.00	11.00	14.00	14.00	6.00	17.00	14.00	25.00	37.00	48.00	42.00	55.00	48.00	62.00	48.00	31.00	42.00	37.00	44.00	28.00	28.00	29.00	23.00	8.00	18.00	30.00	23.00	25.00	22.00	17.00	3.00	9.00	16.00	9.00	12.00	5.00	21.00	24.00	22.00	17.00	17.00	14.00	19.00	16.00	12.00	10.00	18.00	15.00	12.00	5.00	12.00	5.00	0.00	5.00	2.00	4.00	4.00	3.00	12.00	2.00
9.00	4.00	19.00	8.00	6.00	20.00	9.00	18.00	5.00	6.00	9.00	14.00	2.00	7.00	5.00	6.00	0.00	1.00	0.00	1.00	10.00	11.00	0.00	3.00	5.00	0.00	21.00	12.00	0.00	3.00	9.00	10.00	12.00	0.00	7.00	6.00	13.00	4.00	12.00	14.00	8.00	8.00	8.00	4.00	17.00	14.00	5.00	11.00	5.00	11.00	4.00	4.00	9.00	18.00	18.00	14.00	14.00	26.00	31.00	41.00	56.00	53.00	53.00	64.00	55.00	61.00	52.00	43.00	34.00	34.00	31.00	28.00	22.00	28.00	23.00	20.00	20.00	24.00	26.00	13.00	12.00	21.00	25.00	5.00	17.00	18.00	13.00	10.00	14.00	14.00	14.00	18.00	15.00	15.00	11.00	21.00	26.00	18.00	7.00	10.00	6.00	1.00	4.00	7.00	3.00	15.00	0.00	8.00	12.00	0.00	6.00
2.00	20.00	6.00	13.00	16.00	22.00	14.00	14.00	9.00	4.00	5.00	3.00	0.00	2.00	0.00	2.00	0.00	7.00	14.00	8.00	5.00	2.00	8.00	11.00	14.00	9.00	2.00	4.00	6.00	12.00	1.00	2.00	8.00	6.00	5.00	8.00	10.00	19.00	13.00	4.00	9.00	4.00	15.00	6.00	0.00	13.00	3.00	6.00	1.00	4.00	18.00	18.00	13.00	14.00	16.00	24.00	20.00	28.00	41.00	47.00	47.00	56.00	63.00	62.00	71.00	68.00	51.00	53.00	41.00	46.00	34.00	23.00	32.00	20.00	30.00	20.00	23.00	16.00	21.00	15.00	21.00	11.00	13.00	24.00	10.00	14.00	25.00	7.00	10.00	10.00	14.00	16.00	12.00	14.00	18.00	9.00	0.00	5.00	11.00	11.00	7.00	2.00	0.00	1.00	9.00	8.00	8.00	7.00	11.00	0.00	8.00
1.00	7.00	2.00	10.00	23.00	10.00	10.00	9.00	9.00	8.00	7.00	0.00	1.00	0.00	1.00	3.00	0.00	2.00	7.00	8.00	3.00	0.00	11.00	4.00	11.00	10.00	15.00	10.00	5.00	13.00	0.00	11.00	8.00	8.00	2.00	8.00	13.00	10.00	8.00	10.00	1.00	12.00	1.00	6.00	12.00	12.00	10.00	2.00	9.00	14.00	5.00	4.00	3.00	16.00	15.00	26.00	20.00	34.00	35.00	38.00	53.00	71.00	71.00	83.00	71.00	62.00	58.00	50.00	41.00	33.00	43.00	34.00	27.00	21.00	27.00	27.00	8.00	25.00	19.00	16.00	18.00	16.00	14.00	14.00	23.00	22.00	17.00	14.00	13.00	6.00	15.00	13.00	20.00	15.00	11.00	8.00	13.00	14.00	9.00	2.00	4.00	0.00	10.00	14.00	0.00	2.00	0.00	5.00	1.00	0.00	2.00
13.00	10.00	9.00	16.00	24.00	10.00	4.00	6.00	0.00	10.00	0.00	0.00	9.00	0.00	10.00	0.00	7.00	10.00	8.00	4.00	3.00	8.00	1.00	6.00	4.00	7.00	11.00	10.00	9.00	0.00	2.00	16.00	0.00	2.00	4.00	15.00	3.00	8.00	3.00	4.00	8.00	0.00	3.00	10.00	0.00	14.00	9.00	14.00	14.00	10.00	25.00	12.00	8.00	13.00	22.00	30.00	28.00	42.00	43.00	49.00	51.00	61.00	68.00	74.00	57.00	59.00	53.00	67.00	52.00	53.00	55.00	45.00	37.00	38.00	32.00	22.00	29.00	24.00	17.00	14.00	21.00	7.00	23.00	16.00	13.00	14.00	11.00	17.00	16.00	16.00	10.00	5.00	12.00	2.00	13.00	13.00	8.00	10.00	9.00	17.00	3.00	6.00	3.00	9.00	8.00	3.00	1.00	6.00	8.00	0.00	3.00
9.00	18.00	6.00	5.00	7.00	4.00	18.00	6.00	5.00	0.00	4.00	5.00	0.00	7.00	1.00	14.00	7.00	9.00	1.00	8.00	6.00	6.00	15.00	12.00	3.00	6.00	12.00	12.00	5.00	7.00	0.00	6.00	14.00	12.00	11.00	11.00	12.00	19.00	8.00	11.00	13.00	13.00	14.00	7.00	13.00	12.00	13.00	7.00	8.00	16.00	27.00	11.00	17.00	26.00	16.00	26.00	30.00	36.00	46.00	44.00	53.00	74.00	55.00	64.00	53.00	52.00	49.00	60.00	65.00	72.00	43.00	42.00	48.00	57.00	42.00	35.00	23.00	16.00	19.00	22.00	15.00	18.00	32.00	21.00	22.00	18.00	17.00	15.00	15.00	5.00	6.00	10.00	10.00	13.00	11.00	10.00	11.00	15.00	10.00	13.00	16.00	8.00	5.00	10.00	15.00	4.00	3.00	6.00	4.00	2.00	0.00
11.00	12.00	4.00	4.00	8.00	13.00	3.00	1.00	2.00	8.00	4.00	3.00	5.00	2.00	9.00	6.00	4.00	16.00	0.00	12.00	5.00	11.00	15.00	17.00	23.00	11.00	9.00	7.00	6.00	3.00	9.00	10.00	7.00	1.00	14.00	17.00	17.00	6.00	22.00	18.00	12.00	15.00	7.00	8.00	17.00	19.00	9.00	5.00	9.00	15.00	21.00	15.00	13.00	26.00	21.00	17.00	27.00	31.00	47.00	39.00	55.00	61.00	57.00	59.00	65.00	77.00	55.00	56.00	59.00	53.00	59.00	49.00	51.00	41.00	26.00	34.00	17.00	22.00	16.00	23.00	19.00	19.00	24.00	27.00	23.00	29.00	19.00	17.00	15.00	15.00	14.00	5.00	7.00	3.00	10.00	12.00	8.00	13.00	5.00	1.00	7.00	15.00	0.00	4.00	5.00	5.00	0.00	7.00	3.00	10.00	15.00
5.00	20.00	20.00	10.00	12.00	3.00	10.00	1.00	9.00	0.00	6.00	14.00	4.00	2.00	15.00	11.00	8.00	16.00	17.00	22.00	7.00	5.00	12.00	11.00	16.00	12.00	14.00	8.00	10.00	20.00	8.00	6.00	4.00	22.00	19.00	17.00	11.00	14.00	28.00	13.00	14.00	16.00	17.00	23.00	10.00	25.00	16.00	17.00	17.00	19.00	22.00	23.00	26.00	24.00	12.00	25.00	26.00	30.00	37.00	48.00	33.00	40.00	49.00	41.00	51.00	69.00	65.00	73.00	63.00	84.00	39.00	59.00	52.00	33.00	37.00	33.00	18.00	19.00	22.00	19.00	26.00	21.00	21.00	28.00	34.00	38.00	17.00	26.00	28.00	11.00	17.00	10.00	6.00	10.00	9.00	12.00	10.00	6.00	17.00	10.00	16.00	2.00	10.00	4.00	8.00	0.00	4.00	5.00	10.00	10.00	6.00
13.00	3.00	2.00	0.00	8.00	5.00	3.00	10.00	14.00	7.00	0.00	13.00	5.00	9.00	8.00	4.00	5.00	13.00	12.00	4.00	11.00	11.00	7.00	9.00	12.00	6.00	13.00	15.00	13.00	15.00	9.00	17.00	20.00	7.00	20.00	19.00	17.00	17.00	17.00	12.00	24.00	20.00	15.00	17.00	22.00	21.00	23.00	19.00	10.00	22.00	15.00	24.00	26.00	28.00	17.00	23.00	28.00	31.00	39.00	41.00	49.00	42.00	50.00	69.00	55.00	52.00	70.00	75.00	73.00	80.00	77.00	70.00	60.00	52.00	43.00	39.00	25.00	19.00	18.00	23.00	17.00	22.00	12.00	24.00	35.00	28.00	34.00	31.00	23.00	20.00	29.00	9.00	23.00	11.00	10.00	7.00	3.00	12.00	9.00	13.00	0.00	9.00	7.00	5.00	10.00	5.00	6.00	9.00	13.00	8.00	3.00
17.00	3.00	4.00	2.00	3.00	5.00	2.00	2.00	4.00	5.00	10.00	10.00	12.00	16.00	11.00	12.00	1.00	9.00	25.00	20.00	20.00	15.00	27.00	21.00	20.00	15.00	7.00	20.00	18.00	15.00	16.00	25.00	18.00	17.00	16.00	24.00	10.00	20.00	26.00	24.00	29.00	24.00	26.00	19.00	15.00	28.00	13.00	23.00	15.00	21.00	15.00	24.00	34.00	18.00	34.00	33.00	34.00	36.00	55.00	53.00	57.00	58.00	71.00	66.00	66.00	79.00	64.00	67.00	79.00	75.00	73.00	63.00	66.00	64.00	41.00	44.00	23.00	27.00	28.00	7.00	26.00	25.00	18.00	30.00	26.00	37.00	41.00	38.00	37.00	33.00	33.00	18.00	13.00	15.00	12.00	3.00	6.00	0.00	4.00	6.00	9.00	19.00	14.00	28.00	14.00	0.00	21.00	1.00	12.00	17.00	5.00
0.00	6.00	5.00	10.00	11.00	4.00	7.00	0.00	6.00	12.00	17.00	14.00	18.00	8.00	3.00	9.00	3.00	6.00	12.00	8.00	15.00	10.00	12.00	15.00	23.00	9.00	8.00	17.00	9.00	9.00	12.00	12.00	11.00	14.00	17.00	26.00	36.00	33.00	28.00	25.00	29.00	31.00	21.00	33.00	33.00	26.00	34.00	36.00	29.00	34.00	31.00	25.00	44.00	30.00	34.00	35.00	33.00	47.00	46.00	65.00	65.00	57.00	55.00	79.00	77.00	80.00	69.00	86.00	90.00	91.00	99.00	97.00	77.00	63.00	57.00	47.00	35.00	24.00	33.00	22.00	12.00	16.00	31.00	27.00	30.00	34.00	50.00	61.00	48.00	39.00	35.00	23.00	13.00	22.00	4.00	13.00	7.00	14.00	3.00	19.00	10.00	8.00	0.00	1.00	10.00	17.00	9.00	16.00	0.00	11.00	13.00
2.00	0.00	0.00	2.00	6.00	21.00	21.00	11.00	4.00	1.00	4.00	0.00	16.00	22.00	3.00	1.00	13.00	6.00	5.00	10.00	13.00	21.00	25.00	28.00	26.00	16.00	17.00	16.00	26.00	10.00	20.00	18.00	23.00	31.00	35.00	32.00	28.00	22.00	28.00	35.00	36.00	28.00	39.00	31.00	32.00	32.00	26.00	32.00	30.00	39.00	44.00	35.00	32.00	43.00	50.00	44.00	55.00	71.00	73.00	77.00	91.00	85.00	74.00	84.00	75.00	82.00	70.00	95.00	117.00	92.00	102.00	91.00	87.00	72.00	71.00	71.00	62.00	45.00	23.00	12.00	22.00	16.00	17.00	18.00	33.00	48.00	55.00	56.00	56.00	55.00	50.00	45.00	23.00	30.00	16.00	22.00	2.00	4.00	12.00	11.00	12.00	6.00	10.00	14.00	3.00	3.00	14.00	14.00	11.00	16.00	10.00
0.00	0.00	14.00	1.00	5.00	10.00	5.00	13.00	11.00	20.00	5.00	6.00	13.00	0.00	14.00	4.00	9.00	8.00	13.00	12.00	7.00	0.00	12.00	19.00	10.00	20.00	17.00	10.00	29.00	10.00	29.00	18.00	24.00	25.00	33.00	36.00	50.00	52.00	42.00	40.00	42.00	45.00	41.00	36.00	55.00	31.00	43.00	36.00	44.00	37.00	49.00	50.00	45.00	68.00	46.00	68.00	68.00	93.00	90.00	111.00	98.00	102.00	107.00	96.00	101.00	103.00	114.00	98.00	103.00	103.00	123.00	106.00	114.00	83.00	85.00	61.00	51.00	54.00	43.00	34.00	23.00	20.00	23.00	26.00	34.00	36.00	45.00	61.00	65.00	70.00	53.00	61.00	39.00	34.00	33.00	20.00	14.00	4.00	9.00	19.00	7.00	6.00	15.00	13.00	18.00	9.00	10.00	24.00	13.00	13.00	12.00
