d15_15fs_101_104	d15_30fs_104_107	d15_45fs_107_110	d15_60fs_110_113	d15_75fs_113_116
115,17221	128,45786	113,9693	93,637955	78,49865
117,28331	137,63164	106,91579	92,295212	74,504875
110,56984	132,97308	106,22421	83,536888	76,332886
96,145767	98,336151	98,953003	86,78421	73,098602
86,812897	101,1008	90,124565	64,35318	57,723854
86,026031	87,346054	82,934952	66,948669	55,610909
88,745392	84,500488	79,306267	64,160011	53,09491
89,758797	85,908371	85,151947	65,828453	53,611847
87,025658	77,86232	90,263062	79,888397	57,808235
82,697853	71,49791	69,289856	75,667572	49,568413
77,559578	71,28157	75,323997	64,507034	48,224293
70,016571	69,737831	68,568344	52,17001	47,195786
78,723099	69,617798	66,806061	46,515541	37,715542
87,500031	66,006607	67,471405	49,403446	27,114622
73,664032	58,395386	57,284843	56,014202	29,479988
73,956116	75,45163	56,633114	54,057808	42,489017
73,368805	84,699249	49,114487	48,768379	47,729195
64,083138	67,209717	46,511307	44,734306	44,162083
62,942017	55,777496	47,207863	38,793407	35,593826
76,412132	69,569008	45,464603	31,964016	27,284342
65,572266	51,461014	43,62458	39,930855	25,686365
63,921909	56,285545	51,845825	38,793419	24,571074
63,423706	66,732056	56,828144	37,253567	24,762308
60,451515	67,969383	53,676132	33,555054	23,038519
56,008522	54,114258	43,143906	25,707928	19,844025
54,138306	38,818642	33,769089	29,373844	30,945946
57,538639	53,12735	50,34219	39,975681	29,120415
61,721134	60,120831	53,912128	41,870232	25,832342
60,250278	52,400837	41,971001	34,858391	24,880043
46,926922	46,322487	39,100189	29,723185	21,959393
34,080643	38,887966	34,410992	29,005772	18,699028
47,323528	40,489082	34,019951	27,550825	18,969149
58,451344	43,741108	35,898914	28,396618	17,83124
48,195168	42,601585	38,113922	32,073822	13,067938
54,840973	45,450409	43,310513	26,419914	15,632487
49,789398	47,759453	40,559608	25,333992	18,665394
45,335896	49,49324	34,881142	24,659281	19,749748
46,526474	49,097633	29,57802	23,782099	19,538839
44,089993	42,70507	24,996748	28,583134	21,371567
48,776596	45,099663	26,703697	22,903942	14,272075
47,632824	39,280174	26,478842	18,02177	11,546298
40,486839	27,975128	24,853157	18,469072	15,754477
40,313354	34,020782	30,160824	22,115467	18,834293
45,070095	38,486328	25,306105	21,959297	17,196844
43,634682	39,140266	23,478203	18,493797	13,740707
36,196117	37,807121	28,281008	14,259389	10,820436
34,148964	40,135883	34,08379	14,558264	11,070866
38,017029	49,946411	34,948841	17,2057	11,241012
43,26284	52,06942	29,990185	18,955439	14,182616
46,854294	41,929127	21,611362	19,039238	18,179974
45,82534	31,213253	19,651299	19,949179	12,52969
43,012085	28,406002	21,980427	20,73621	13,214949
38,240971	30,025206	25,328773	19,71645	14,813844
32,649002	31,876757	26,720156	16,411299	12,934322
36,380352	25,46142	21,537296	16,553272	13,292714
35,984985	26,402485	19,335524	17,64455	14,392745
36,259239	34,152851	19,838787	18,319389	13,644998
47,160858	43,449329	20,280342	17,213753	7,9366407
42,60041	39,587868	20,868372	15,065603	8,8227444
35,291782	32,126694	23,938538	16,77618	9,8183174
31,220501	26,783339	28,357475	21,74835	8,4391031
30,072624	29,340715	24,276127	17,035397	7,579349
35,073307	29,417229	25,706223	14,419154	6,4920607
39,928402	27,911562	26,787811	14,06168	6,7873278
35,155983	27,851925	17,263361	14,274994	10,804449
28,215446	26,69968	21,408438	15,989314	9,0613899
26,987289	25,258503	23,034948	17,399382	9,5378542
33,482849	24,335381	15,236812	17,113821	15,190685
28,318954	25,956673	17,601885	13,338973	12,993923
23,463911	23,232309	19,015293	13,367122	11,046684
23,037115	18,074087	18,257555	16,160934	11,418442
31,509874	20,439775	19,086403	14,128021	14,86777
30,596851	23,198883	18,323225	11,171272	11,476931
25,812628	24,703333	17,327618	10,181843	6,5594163
26,989735	23,637745	18,382294	15,084378	8,6622591
33,250854	28,608206	16,548367	13,432343	6,2348547
35,827942	32,477024	14,537189	9,8041697	4,3872018
27,003798	28,776001	15,099926	8,1476364	7,7231669
22,825293	25,310963	20,674408	9,5066566	7,651289
26,369301	22,56076	24,239525	10,294615	7,0212307
38,427898	21,077934	21,97121	8,7461739	7,3390346
32,569695	22,780733	20,77424	8,8203316	7,80791
26,354979	25,933769	21,080893	8,8604116	6,7445869
26,902409	29,420063	23,008194	8,2451258	3,7881408
32,557262	27,947517	23,996372	7,6935935	3,9028468
35,157394	26,588497	21,724024	9,2528849	4,2472534
32,605804	26,575697	15,802973	12,860114	4,117064
33,837711	23,946377	13,208567	10,371716	5,3076067
29,768974	20,770334	11,93959	8,5266991	6,2421741
19,210835	17,889202	11,705102	9,3270836	7,0206752
23,93539	17,187115	13,631086	9,8664913	12,85017
27,138245	16,642179	13,611993	10,251106	14,780062
23,452362	15,974954	10,573087	10,708937	9,6035681
25,65814	19,346645	13,454498	13,311167	7,9710526
26,442221	19,178705	14,680191	13,025839	7,0717072
22,597492	11,863715	10,587321	7,1588163	6,0584264
27,117031	16,969627	10,775439	7,3929729	8,9415197
31,03237	21,855873	11,705231	8,772851	10,125019
27,500679	17,321621	11,209035	8,1983662	4,8319888
24,649618	17,201889	13,277381	7,6378484	2,800889
22,644403	17,126366	15,46153	7,6846466	2,7160094
22,000975	10,90167	14,47966	9,4624434	3,9385436
23,951862	10,892239	11,670188	9,3626709	4,7514009
26,158724	14,225466	9,1522694	8,5317602	5,1928687
22,174625	13,631389	12,759949	10,174672	5,3692961
22,439039	16,959137	13,799267	8,7948399	4,8641634
27,215656	23,63887	11,642304	4,7605815	3,883934
26,413361	20,266624	11,542397	7,2563004	4,5051193
22,803469	16,837933	10,777179	9,0459213	3,9379711
16,890947	17,433968	8,2056351	6,9462962	0,78584737
21,636311	17,823231	11,006855	6,5253367	2,5899203
26,331671	17,351562	14,886881	7,344089	5,312016
16,181812	14,397936	14,955651	9,9034224	4,2384605
15,227082	15,478412	13,464645	9,7261362	3,5434611
21,968678	19,962177	11,220986	7,3741498	3,2353454
24,000456	24,498453	10,813091	5,996604	1,7281651
22,904341	25,643082	11,215809	5,6636686	1,8370779
18,017683	20,72537	12,330289	6,8734403	5,1267405
16,893824	17,620293	11,156693	8,4775705	3,8756351
17,183403	15,673356	9,6249552	9,7212982	1,2277658
16,128529	14,907247	10,941049	8,7770748	1,437501
16,07593	17,236776	11,108566	8,7421284	3,6226971
17,307632	22,368361	9,7113714	9,8729467	7,4982586
18,054813	19,402847	9,8437595	8,923974	8,4733887
18,020466	16,096703	10,725924	7,0822506	7,7804246
16,058495	19,56999	12,430447	4,512104	4,7689829
18,318146	21,466976	12,44402	5,6718893	4,2210064
23,956425	21,440987	11,298065	9,7801971	5,7580428
24,775145	20,222378	14,137402	9,8774033	4,8964424
24,030819	18,679708	16,383268	9,7144499	5,2913427
22,503616	17,118711	14,024086	11,792474	10,953884
22,58972	16,354622	12,197889	10,469362	9,9240618
24,021893	16,589001	11,166585	6,4214935	3,4945831
24,70096	20,334352	11,337106	5,5351005	3,3407953
23,814735	22,224087	11,696168	5,7441816	4,4100962
18,72562	15,364286	11,610992	6,6411052	3,8984206
14,985434	12,856678	11,581641	7,4132252	3,1098342
13,053929	15,300617	11,4726	7,8341308	2,2244401
12,714957	14,191351	8,5612793	5,4483113	2,5577655
13,628132	12,434175	6,0707459	3,6584835	3,4767315
17,487255	13,266129	9,5994234	8,6424971	5,0593195
19,370955	13,468887	10,717143	11,4902	6,1839032
17,609602	12,17008	7,031384	9,7847013	6,4512548
14,837607	8,2831812	5,8550358	8,3370438	5,7260456
11,93998	4,1022334	6,0742903	7,1827326	4,6255331
12,23519	8,7217464	6,1010323	6,9673419	4,8365631
13,925098	14,057062	6,3129282	6,4362044	5,0564375
17,650503	16,122435	7,1663876	4,4431272	4,5112815
17,432253	17,615084	7,9217076	3,3913524	3,3299816
12,864014	18,630909	8,4797344	3,5633357	1,4999597
15,411075	18,185059	7,9084225	5,2368517	0,20094573
20,467995	16,674717	6,8499823	7,0634141	-0,41148394
20,885942	12,398685	5,9245205	5,3686881	2,0077631
21,175749	8,4796352	5,7652235	4,8531375	4,2672825
23,528618	6,9990015	7,6729412	9,4628658	4,4996314
22,052181	6,8314934	8,0914135	11,048661	4,286056
15,794521	8,1362886	6,5793886	8,5205956	3,6755159
14,087189	10,615332	7,769908	5,9685392	3,3394902
15,097582	13,673809	10,076374	3,5474749	3,286417
18,792931	16,285294	9,1748705	2,4582362	4,5440378
22,002378	17,711941	8,8517647	2,3269866	5,5673089
20,488096	14,77508	14,163795	4,7310705	4,2962198
19,514143	13,775261	17,181448	6,0261502	3,3716807
20,637505	17,601257	14,382971	4,5503721	3,6348119
20,137215	17,785227	12,303239	4,7943735	4,3324962
18,054001	14,317589	11,057223	6,7414246	5,4089832
18,20039	12,494515	8,7556858	6,713419	6,0075893
19,094849	11,455309	6,0067644	5,6227732	6,2151308
16,397718	10,150732	4,0004711	3,6055	4,8226557
13,277158	9,0190687	2,7063947	2,2045622	3,3899589
12,692242	9,0696154	3,9314129	4,9928808	3,8099415
12,801406	9,517252	5,4969435	7,0711489	4,0235791
13,869074	10,609506	7,075531	5,7368116	3,0177288
13,400207	11,855484	7,7462544	5,3692799	2,5854213
10,467633	13,284435	7,0073767	6,7911878	3,1459637
9,8298721	14,453928	6,4697833	5,4160585	2,3002021
11,207865	15,29467	6,0986443	1,6888622	0,28017235
12,21181	12,129078	4,8078747	2,1037898	0,71038115
13,048158	7,2858672	3,1117384	4,5170269	2,2843187
14,256034	8,0854549	2,4237838	4,8309464	2,0734806
15,464657	10,336639	2,1583526	4,4748936	1,3378065
15,783306	9,7820807	2,6051166	4,1964145	1,0009203
15,76137	8,842267	3,516732	3,7752032	0,79244614
15,01045	8,7537622	5,8914008	2,6287854	0,79991233
13,625031	8,7141361	7,991004	2,0264113	0,8757205
10,580613	8,502574	8,7007704	3,3555145	1,0784166
8,8908739	9,0873966	8,2998886	4,3203759	1,1867564
10,313936	11,384418	5,7500052	4,2305536	1,0766201
11,785523	12,375398	4,8923292	4,0619259	1,2410814
13,177982	11,31911	6,683856	3,8263459	1,8290708
13,979987	10,846888	7,712944	3,5998507	1,8364208
14,151379	11,018591	7,8927336	3,3856237	1,2174909
14,794124	10,074707	7,1832142	3,6456907	0,84872258
15,78751	8,3023109	5,8056712	4,2585859	0,68641829
15,761875	9,0160637	5,9158745	3,8554678	1,2560129
15,090323	11,106956	6,8701067	2,8770828	2,2202535
13,187386	10,094124	6,5796089	2,7837505	1,9397181
10,815806	7,7151084	5,7150273	3,0645094	1,0710108
10,635907	7,2535343	5,1088514	2,496489	0,18645734
11,460185	7,5322342	4,7416639	1,7205985	-0,60428751
14,526068	7,8143539	6,3463635	2,6398757	0,019902587
17,809362	8,0462494	8,1834297	4,0816507	1,1013451
15,387744	7,7030511	5,4626179	5,2207632	2,1668777
11,673127	7,0741405	1,9196894	6,0282326	3,0109551
10,787933	5,2650347	2,6265793	4,5047979	1,8081961
10,775076	3,4426401	4,2141638	2,5139561	0,44580138
12,211834	3,938426	4,3977227	1,4234831	1,9650812
13,75666	5,1415892	4,3822699	0,65148032	3,7661686
13,634134	7,7879601	5,2564383	0,77619135	2,7676756
13,106143	10,257773	6,1828976	1,2980778	1,3181415
12,165167	9,2006092	6,1217198	3,3609984	0,86705101
11,129181	7,6486506	5,8105621	5,2632074	0,68089187
10,008083	7,6859417	5,1292982	3,7138319	0,95824611
8,8588724	7,9197416	4,5449119	1,7907958	1,3157392
7,6265211	7,2304964	5,250371	2,2727776	1,5760307
6,9670987	6,6029625	5,8631859	3,094481	1,7966142
11,064084	8,0054998	3,5875456	2,6614146	1,8585064
15,426294	9,6797018	1,2628845	2,0552652	1,8959349
12,848865	9,8165741	4,15975	2,3528569	2,0245242
8,9199305	9,532836	7,9144754	2,8351705	2,0695386
8,1445637	8,6731157	7,6240368	2,9984605	1,0076174
8,1204538	7,6278825	6,3592381	3,0638571	-0,28289944
6,9025192	6,1703992	6,4861231	2,9643226	-0,69627607
5,4724398	4,7135472	6,9285192	2,7995503	-0,79691756
6,7826014	5,5002985	5,3741102	2,3824935	-0,15662059
9,0376797	7,0682144	3,1395359	1,896252	0,74197507
9,7606668	7,5823479	2,2458	2,0273006	1,3011941
9,7745047	7,5963573	1,967343	2,4249935	1,7089845
8,4695854	6,0718603	2,5701575	2,379952	2,1134894
6,4350581	3,6967511	3,6605663	2,0887818	2,5127072
6,1969962	3,5165353	3,5552201	2,1956475	2,315109
7,2773838	4,9471803	2,5722942	2,5946357	1,6794994
8,4338875	6,1125951	2,6959879	2,9044979	1,9787471
9,6675406	7,0091834	3,9413097	3,1240258	3,2255304
9,0098419	6,7061348	4,123209	2,9753993	3,2708941
5,6251144	4,673408	2,7718084	2,2959554	1,583988
3,7187021	4,1214404	2,0401971	1,5967479	0,19424909
4,9041462	6,649869	2,6113095	0,8655861	-0,55438888
6,4225702	8,4025593	2,9900432	0,61565775	-0,7225641
8,6628733	7,5359898	2,6700962	1,8192965	0,80059141
10,114655	6,5118036	2,2151995	2,7647829	1,9746863
7,6930151	5,5812559	1,3556154	2,0598888	1,0033016
5,1605215	4,7209501	0,72334737	1,175311	0,010123283
5,5432467	4,3160048	2,255008	0,50196904	0,93994212
6,4992352	4,0366173	4,1133952	-0,068359196	2,1603277
6,7557058	4,220252	3,8825364	0,28752771	1,5275428
6,7595072	4,5685167	2,9577787	0,97576159	0,2754035
6,1918063	5,1502409	3,6902883	2,2985997	0,27933043
5,2957592	5,8660936	5,3749475	3,9860365	1,004905
4,6662169	6,2095037	5,2663822	4,351788	1,2008191
4,3106623	6,170011	3,3142309	3,3587353	0,85219789
4,4064903	5,8254128	2,0361202	2,2804677	0,63130665
5,3534737	4,9055071	2,0292234	1,041631	0,65132707
5,8545213	4,2393546	2,2506332	0,19949259	0,80929005
4,750843	4,4936976	3,1556401	0,73667145	1,4228932
3,6697421	4,7132568	3,7706909	1,2103052	1,9286473
3,6842446	4,1526899	1,9715438	0,43559915	1,4186387
3,8694596	3,4483976	-0,16107945	-0,49434274	0,73089671
3,2994452	2,8554726	0,19163784	0,19163784	0,36903507
2,4434147	2,3074369	1,495376	1,4928393	0,13237888
2,5252421	2,352931	2,352931	1,663686	-0,026135325
3,3395762	2,8619959	2,8619962	0,95167494	-0,12361844
4,2035942	3,0940855	2,9847205	0,95270914	0,2703346
5,1538639	2,8453417	2,4367533	2,1915965	1,5174255
5,7403202	2,4021764	1,8681949	2,9100389	2,4136417
4,9588571	1,2632942	1,267468	1,5969779	1,9390092
4,0880933	0,21395077	0,72717416	0,2695412	1,3744918
3,6091995	0,65737236	0,79542994	0,65737236	1,1989228
3,2269413	1,4591937	1,0078139	1,4559157	1,1126595
2,7730622	1,4403992	0,77406764	1,2490356	0,58270407
2,2778258	0,94774646	0,28270686	0,46158198	-0,20345774
2,0771079	0,98415184	-0,03142041	0,087458089	-0,45901996
2,311801	1,8027073	-0,083528638	0,32439375	0,069846943
2,3857355	2,4041436	-0,12324178	0,57614708	0,4983626
1,8570173	2,1851547	-0,12636667	0,86168563	0,53354806
1,2950412	1,856889	-0,12296134	1,1532512	0,51710683
0,98403728	1,1477087	-0,083863154	1,4777424	0,32666075
0,74509054	0,3365711	-0,034818634	1,8088878	0,088143185
0,81900513	0,49238464	3,4272671e-05	1,636363	3,4272671e-05
1,126637	1,370542	0,024285272	1,087579	0,024285257
1,2874746	1,7532312	-0,010519013	0,65523195	-0,010518998
1,1280322	1,0548924	-0,17417182	0,4769302	-0,17417179
0,9315598	0,39050543	-0,27140129	0,34620494	-0,30365264
0,56726891	0,1927875	0,092444748	0,46692613	-0,18169391
0,18364657	0,082294494	0,52697408	0,62832618	-0,019057602
0,30081958	0,11597021	0,39242482	0,5772742	-0,068879157
0,69000709	0,22795318	-0,051228508	0,4108254	-0,23410073
0,99839306	0,26043776	-0,37641922	0,26386029	-0,28216594
1,1630836	0,15154417	-0,49093938	0,15154417	-0,12188369
1,2563331	0,0070349872	-0,56360894	0,0070349872	-0,026199847
0,95254421	-0,32756791	-0,41791412	-0,32756791	-0,32756791
0,58693719	-0,6834116	-0,23531024	-0,6834116	-0,68708414
0,31233245	-0,60396719	0,033676177	-0,60396719	-0,7834608
0,087477282	-0,2865563	0,34988669	-0,2865563	-0,73598248
-0,063528433	0,014528036	0,47413412	0,014528096	-0,61583579
-0,06745249	0,28309408	0,21605471	0,28309408	-0,35095969
-0,058386505	0,53309268	-0,043262064	0,48057395	-0,07351096
0,018110126	0,64978909	-0,23248814	0,14859259	0,26870841
0,10755221	0,73741758	-0,40568852	-0,29158723	0,62268549
-0,027798906	0,45190036	-0,20826	-0,5074982	0,60151947
-0,33562756	-0,11992097	0,27354145	-0,55133414	0,29251683
-0,53135788	-0,57882792	0,56128705	-0,60537183	-0,025869459
-0,38262117	-0,69075984	0,25271481	-0,69075984	-0,37309185
-0,22463109	-0,76145715	-0,05955413	-0,75090277	-0,69475019
-0,32355341	-0,54122269	0,28516692	-0,33831593	-0,54122269
-0,51548779	-0,21566018	0,8677429	0,2454167	-0,21566018
-0,45241392	0,16491175	1,0106587	0,48815471	-0,032425769
0,012044072	0,63206869	0,46154809	0,19416592	-0,07321623
0,42943954	0,99473214	-0,066160142	-0,076885186	-0,087610275
0,47873497	0,6097455	-0,38236475	-0,1390017	0,1043613
0,45600113	0,079277664	-0,656968	-0,16036537	0,33646786
0,16734326	-0,048305273	-0,53049618	-0,18157646	0,4338856
-0,35749626	0,18193537	-0,047808111	-0,20265219	0,41167882
-0,72158039	0,3111248	0,28989992	-0,19416973	0,33234966
-0,40027207	0,0094757378	0,009475708	-0,059663445	0,009475708
-0,0049258769	-0,33504987	-0,33504987	0,085523039	-0,33504987
0,15614365	-0,29606241	-0,29606241	-0,0014886111	-0,29606241
0,17689016	-0,027365476	-0,027365476	-0,22757824	-0,027365476
0,122601	0,16553581	0,27739811	-0,30422068	0,10960457
-0,16763404	0,12010121	0,69557172	0,089066327	-0,16763404
-0,46204901	0,07024461	1,1099128	0,49952909	-0,46703285
-0,33736289	0,43730363	1,1348014	0,36013502	-0,50772989
-0,011388332	1,0046014	0,97264159	-0,043347985	-0,42417613
0,15795323	1,2286149	0,71747893	-0,35318285	-0,31060207
-0,099472135	0,51730639	0,20891714	-0,40786138	-0,11523393
-0,3760758	-0,23004697	-0,3030614	-0,44909021	0,071950108
-0,51721501	-0,51721501	-0,51721501	-0,51721501	-0,090291411
-0,59743518	-0,59743518	-0,59743518	-0,59743518	-0,40967166
-0,66711384	-0,6068247	-0,6068247	-0,66711384	-0,65739447
-0,70776033	-0,42113492	-0,42113492	-0,70776033	-0,70776033
-0,74595392	-0,22796808	-0,2324701	-0,74595392	-0,74145198
-0,75762111	-0,16415124	-0,32692304	-0,75762111	-0,59484929
-0,75626153	-0,1638566	-0,56041169	-0,75626153	-0,35970646
-0,7417838	-0,15044203	-0,67729998	-0,63900578	-0,16353688
-0,68458146	-0,094296992	-0,41443655	-0,14429164	-0,094296992
-0,62068516	-0,035011441	-0,12422176	0,37224171	-0,036788344
-0,28959528	0,011885196	0,011885196	0,31336567	-0,13146238
0,20968984	0,050983131	0,050983131	-0,10772353	-0,32193357
0,54366207	0,074205332	0,03710109	-0,46945986	-0,49066681
0,12261264	0,024919167	-0,21875283	-0,56011826	-0,56011826
-0,39161444	-0,033315375	-0,50446534	-0,61731184	-0,61730307
-0,2735067	-0,032881975	-0,50172991	-0,61584151	-0,3876183
0,46141678	0,024779245	-0,21762589	-0,5571472	0,12189543
1,0700474	0,060012013	0,023162872	-0,47967666	0,56720787
0,65858448	-0,085915387	-0,085915372	-0,25054747	0,4939523
0,024311572	-0,27141172	-0,27141172	0,011707425	0,30743074
-0,39204943	-0,39771897	-0,31944221	0,096154779	0,18010107
-0,41797641	-0,41797641	-0,12117403	-0,13797629	0,15882611
-0,4330045	-0,4330045	0,06597995	-0,37525529	0,13007972
-0,37459177	-0,37459177	-0,12466367	-0,53701442	-0,12466367
-0,28516766	-0,28516769	-0,47483715	-0,6668843	-0,47483715
-0,1558367	-0,2416061	-0,69814867	-0,75625521	-0,74103338
0,12182319	-0,36851001	-0,44992995	-0,69509655	-0,69509655
0,41345099	-0,51146555	-0,15729854	-0,61975932	-0,61975932
0,47683561	-0,33718207	0,015578687	-0,55417436	-0,55417436
0,31553611	0,14939357	0,070569016	-0,49818978	-0,49818978
0,14458317	0,56812215	0,10130716	-0,43766183	-0,42326379
-0,13112131	0,25062197	-0,13112131	-0,32783106	-0,14279753
-0,43544191	-0,26800191	-0,43544191	-0,20453173	0,19381845
-0,58770609	-0,57922584	-0,58770609	-0,039861113	0,46188095
-0,32652813	-0,32652813	-0,32652813	0,23729791	0,54354554
-0,042673483	-0,042673439	-0,043022469	0,51947534	0,61408788
0,03398174	0,03398177	-0,082816213	0,36225778	0,47905576
-0,055275381	-0,055275396	-0,38148803	-0,14680025	0,17941236
-0,14933598	-0,14933598	-0,63874078	-0,6142242	-0,10948342
-0,29126421	-0,29126421	-0,48320597	-0,66671699	-0,29126418
-0,44550118	-0,44550118	-0,221526	-0,61251342	-0,44550115
-0,42837673	-0,57893032	-0,09099333	-0,53820372	-0,47856125
0,087469518	-0,65180063	-0,34214365	-0,40537727	-0,15895388
0,63516533	-0,72080368	-0,6176697	-0,26881397	0,18317576
0,73869729	-0,71990782	-0,61795437	-0,26769066	0,28648001
0,3991611	-0,64928555	-0,34367689	-0,4016729	0,15154842
0,070998773	-0,58447319	-0,092273399	-0,53287339	0,027871698
-0,065980181	-0,61730868	-0,22533935	-0,61730868	0,093378991
-0,13464859	-0,68503511	-0,49577963	-0,68503511	0,22648248
-0,19975273	-0,65300608	-0,63394928	-0,7171343	0,29857206
-0,24828896	-0,15727884	-0,15727884	-0,58362579	0,087047875
-0,2947365	0,39691368	0,39691365	-0,42923683	-0,16023614
-0,27414864	0,67393559	0,67393559	-0,27704048	-0,27125674
-0,12892112	0,43561053	0,43561053	-0,12892112	-0,12892112
0,01763612	0,18555287	0,18620181	0,018285044	0,017636098
-0,091299891	-0,091299906	0,022758543	0,022758514	-0,091299906
-0,38782641	-0,38782638	-0,077566385	-0,07756637	-0,38782638
-0,66914654	-0,66914654	-0,18267712	-0,18267715	-0,6592207
-0,73683107	-0,73683107	-0,35501957	-0,3550196	-0,57753223
-0,73558766	-0,73558766	-0,54905391	-0,54905391	-0,38192421
-0,63646704	-0,72218698	-0,64480686	-0,64480686	-0,23170866
-0,043975011	-0,64750409	-0,24515139	-0,24515137	-0,31030199
0,61685979	-0,56433237	0,22312909	0,22312909	-0,42059061
1,0238646	-0,4594003	0,54766047	0,54766047	-0,34438369
0,82495487	-0,30252409	0,52905011	0,52905011	0,17700525
0,59988832	-0,14340539	0,49562672	0,49562669	0,71761227
0,29725981	0,022046477	0,38341832	0,29707396	0,74404681
-0,097388148	0,19501239	0,17773965	-0,097388148	0,16046691
-0,48805743	0,36263737	-0,025873192	-0,48617399	-0,41815066
-0,62269789	0,19941148	-0,091494322	-0,50254899	-0,62269789
-0,60571259	-0,15975198	-0,07539396	-0,29837427	-0,60571259
-0,58717859	-0,49877566	-0,066909477	-0,10194603	-0,58717859
-0,54622632	-0,54622632	-0,16868812	-0,017671853	-0,54622632
-0,49791059	-0,49791059	-0,30668208	0,029765852	-0,49791059
-0,403651	-0,44484979	-0,41903672	0,04075063	-0,38305157
-0,0024216771	-0,36008447	-0,36008447	-0,19182006	0,17640972
0,45556799	-0,2694566	-0,2694566	-0,46942499	0,81808019
0,76163632	-0,19020724	-0,19020724	-0,6527518	1,3073329
0,48471367	-0,15462208	-0,15462208	-0,47428995	1,211689
0,15035817	-0,1233384	-0,1233384	-0,2601867	1,0584247
-0,10578811	-0,06619446	-0,11708152	-0,12272823	0,82998121
-0,17170006	0,053851016	-0,17170006	-0,17170006	0,41867271
-0,22905627	0,17672557	-0,22905627	-0,22905628	-0,00085990876
-0,14093529	0,24144948	-0,2760438	-0,2760438	-0,20542586
0,18292081	0,21194488	-0,30622947	-0,30622947	-0,061654329
0,51002908	0,18114029	-0,33618337	-0,33618337	0,086922854
0,72946733	0,21310538	-0,38738394	-0,3033708	0,12903512
0,83001429	0,31438208	-0,46204546	-0,20125017	0,053586774
0,92941368	0,41538322	-0,53589678	-0,099784017	-0,022245169
0,74971849	0,43397063	-0,39572525	-0,17907754	-0,17907754
0,35309389	0,3885009	-0,089202881	-0,3988688	-0,3988688
-0,038124144	0,34661645	0,21377234	-0,61504948	-0,61150867
-0,099558651	0,52341604	0,30034781	-0,61099917	-0,38793087
0,03363362	0,82927537	0,25921163	-0,47697625	0,09308745
0,16670801	1,1203773	0,21436362	-0,34671813	0,5556488
0,29609513	0,95002788	0,053446025	-0,33418262	0,44107467
0,42373079	0,56048393	-0,16260596	-0,37756673	0,052354813
0,5425899	0,18454973	-0,35959184	-0,41857451	-0,3172189
0,47527769	0,097309493	-0,15214083	-0,40917644	-0,28065863
0,33310163	0,12615931	0,21794298	-0,37950909	-0,080783039
0,19794881	0,17610639	0,57347643	-0,3287448	0,10464466
0,18069823	0,58022946	0,68473673	0,076190948	0,047521144
0,20554699	1,1108184	0,70877451	0,60759085	-0,096210122
0,23072141	1,5930535	0,72508323	1,0906366	-0,23144425
0,26071441	1,3594995	0,62697613	0,8578887	-0,24089634
0,29231077	0,8877725	0,490798	0,38696623	-0,2084955
0,3187595	0,4527888	0,34959316	-0,063824579	-0,18124253
0,27177387	0,54196423	0,13667873	-0,22742854	-0,22742854
0,20087837	0,80180317	-0,099584028	-0,29752594	-0,29752594
0,12355311	1,0393713	-0,31874168	-0,36624619	-0,36624619
-0,050006121	0,94362044	-0,2818962	-0,41435778	-0,41435778
-0,25579071	0,73625219	-0,15932417	-0,45556819	-0,45556819
-0,44040862	0,52349758	-0,048970997	-0,49562407	-0,49562407
-0,26078993	0,21804571	-0,14888471	-0,51581514	-0,51581514
0,050627381	-0,1209487	-0,32488352	-0,52881831	-0,52881831
0,34867859	-0,44317815	-0,48916352	-0,5351488	-0,53017545
0,35015875	-0,39343116	-0,39343116	-0,39343116	-0,27313453
0,22983298	-0,19090775	-0,19090775	-0,19090775	0,090034425
0,10796756	0,0069053471	0,0069053471	0,0099859536	0,44536752
-0,066219337	0,044638664	0,044638641	0,15549666	0,53439736
-0,2660538	0,0039026141	0,0039025918	0,27385902	0,49288851
-0,46385354	-0,034818172	-0,036148801	0,39155594	0,45073369
-0,5139572	0,072746322	-0,026512995	0,46093121	0,36167189
-0,47287998	0,27062067	0,013797618	0,50047517	0,24365214
-0,43194264	0,46798906	0,053786635	0,53951585	0,12549517
-0,45657608	0,42817086	-0,056976914	0,34262222	-0,056976929
-0,53560722	0,19158223	-0,29280514	-0,050003052	-0,29280514
-0,61463839	-0,045006454	-0,52863342	-0,44262838	-0,52863336
-0,59343427	-0,25027832	-0,66319865	-0,59306526	-0,5932498
-0,45129186	-0,41776463	-0,67558575	-0,45129186	-0,45129186
-0,3088893	-0,58517003	-0,68771005	-0,3088893	-0,3088893
-0,14885202	-0,67940998	-0,68140632	-0,25673604	-0,25673604
0,042933971	-0,64192569	-0,64192569	-0,36706465	-0,36706465
0,23536305	-0,60177308	-0,60177308	-0,48068488	-0,48068488
0,29529959	-0,57813764	-0,57813764	-0,53331423	-0,57178473
-0,012611717	-0,60035938	-0,60035938	-0,41661006	-0,60035938
-0,3420848	-0,62526935	-0,62526935	-0,28998053	-0,62526935
-0,55658835	-0,60911471	-0,60911471	-0,12264554	-0,60911471
-0,2441484	-0,40474874	-0,40474871	0,23125489	-0,40474871
0,13361663	-0,1770502	-0,1770502	0,60828388	-0,1770502
0,48966333	0,029116727	0,041758448	0,93831158	0,02911672
0,65619302	0,047396369	0,18299255	0,85820115	0,047396362
0,77866179	0,021993957	0,30619138	0,68273729	0,021993957
